,ID,Tweet,Localización,Idioma,Etiqueta,Expresión
0,1180200245323583488,ño cuando se t abrir la tripa cañera y por x y i o u z no poder continuar — en fin cuando te dejar con las ganas interpretalo como querer cuando los medios predicar que el  en venezuela  esta a punto de caer y la gente llevar 20 años creer,estados unidos,es,0.0,abrirse la tripa
1,1182079845288873984,agarrar aunque ser fallo no te quejar que para ir a mcdonalds servir,paris bizkaia/venezuela,es,1.0,agarrando aunque sea fallo
2,1182015137659654144,estos ladronzuelos  agarrar aunque ser falloque sin pena ser,caracas-venezuela,es,1.0,agarrando aunque sea fallo
3,1181582075075448834,claro ser la logica agarrar aunque ser fallo todo el algunas vez tener una experiencia en el beisbol lo ir a llamar,venezuela,es,1.0,agarrando aunque sea fallo
4,1181318419817349120,un refran como agarrar aunque ser fallo tambien preguntar el significado de las palabras sin ninguna vergüenza a veces frente a extraños en un ascensor y luego se reia con picardia  cuando viajar fuser de venezuela llevar cafe de regalo porque ser el mejor cafe,venezuela!!,es,1.0,agarrando aunque sea fallo
5,1180963198142431235, chamo quejate con trump y dile que tu odiar a muerte a la revolución bolivariana a maduro y al pueblo venezolano y te jurar que te daránpor lo menos una mserada  pero algo ser algo agarrar aunque ser fallo ,sucre  venezuela,es,1.0,agarrando aunque sea fallo
6,1180581300249325568,ser evidente que algunos decidir agarrar aunque ser fallo,libertad  venezuela,es,1.0,agarrando aunque sea fallo
7,1180395676598972416,ja jajajaja serposos mozos amantser peor ser nada agarrar aunque ser fallo jajajaja,in some place,es,0.0,agarrando aunque sea fallo
8,1179579607005065216,jalar bolas por donde ser mientras trump seguir pichando dolares ellos pseudo opo agarrar aunque ser fallo con cualquiera todo ser por  no por venezuela,venezuela  carabobo,es,1.0,agarrando aunque sea fallo
9,1179513641701380096,agarrar aunque ser fallo bro dejar las exigencias para cuando regresar la democracia entonces nos las cobrar completa por ahora no ser mas que ceritos a la izquierda,coral gables  fl,es,1.0,agarrando aunque sea fallo
10,1178954989013737472,pa la gran chuta mare 23 dias despues salio baratico el petroleo robolucionario pero como decir puaiiii agarrar aunque ser fallo,venezuela  carabobo,es,1.0,agarrando aunque sea fallo
11,1178818198717812737,no haber mucho de vocacion ni preparacion al ser una oferta chamba juvenil ser agarrar aunque ser fallo y la educacion de los niños de tu patria no deberia sertar en manos de inexpertos sero no lo hacer un prseridente que dseree lo mejor para la infancia de su nacion,venezuela,es,1.0,agarrando aunque sea fallo
12,1178796549264031745,basura oportunista agarrar aunque ser fallo,caracas  venezuela,es,1.0,agarrando aunque sea fallo
13,1181699529193734147,por la viveza criolla hermano el agarra aunque ser fallo el quitate tu pa ponerme yo sere no ser peo mio  si yo no trabajar no como ahy sertan los rserultados  un pais acabado familias divididas  venezolanos por el mundo llevar trancazos de otros para comer y sobrevivir,venezuela,es,1.0,agarrando aunque sea fallo
14,1181039078592126976,bo mi viejo entrar de cheto ami cuarto osea golpear antes por lo menos hdp un dia me ir agarrar con las manos en la masa jajajajajaja,montevideo  uruguay,es,0.0,agarrar con las manos en la masa
15,1179235946992164864,jajajajaja asi t queria agarrar con las manos en la masa,buenos aires  argentina,es,0.0,agarrar con las manos en la masa
16,1182481654759264256,justo lo agarrar con las manos en la masa jajajaja,mendoza  argentina,es,0.0,agarrar con las manos en la masa
17,1182471709057830924,callate k hoy t agarrar con las manos en la masa,san miguel  argentina,es,0.0,agarrar con las manos en la masa
18,1182157726371074048,me dar cosa que el chapatin nos agarrar con las manos en la masa,mexico,es,0.0,agarrar con las manos en la masa
19,1180620174736723969,el mio abrir la puerta del baño cuando estas adentro abrir la ventana cuando hacer frio y abrir mi ropero y me sacar los calzones y los tirar al piso nunca lo agarrar con las manos en la masa,quilmes  argentina,es,1.0,agarrar con las manos en la masa
20,1179939476514201600,jajaja te agarrar con las manos en la masa,mar del plata  argentina,es,0.0,agarrar con las manos en la masa
21,1179935990833713152,mi mama ver su inicio la agarre con las manos en la masa,cordoba  argentina,es,0.0,agarrar con las manos en la masa
22,1178862125642469376,liam lo agarrar con las manos en la masa,mexico,es,0.0,agarrar con las manos en la masa
23,1181399370148831234,como se salvo que la agarrar con las manos en la masa casi,balcarce  argentina,es,0.0,agarrar con las manos en la masa
24,1180921351835664384,salir dos segundos a comprar droga a la esquina y volver me cruzar a valentina y me agarrar con las manos en la masa la droga dos botellas de coca de 2 litros,cañuelas  argentina,es,0.0,agarrar con las manos en la masa
25,1182132803825291265,  me parecer buen punto que los policias poder o deber denunciar cuando los agarrar con las manos en la masa uds que opinar,mexico df,es,0.0,agarrar con las manos en la masa
26,1182086542686334977,si te agarrar con las manos en la masa y te decir tus opcionser de colaborar o ir prsero solo ser prserionar preferir ir prsero si ser inocente que mentir y quedar libre,panama,es,0.0,agarrar con las manos en la masa
27,1179180901827305473,me agarrar con las manos en la masa,moreno  argentina,es,1.0,agarrar con las manos en la masa
28,1182479502913310720,te agarrar con las manos en la masa corrupto no que no habias intervenir en el caso  y asi querer seguir fregar al pueblo,mexico,es,0.0,agarrar con las manos en la masa
29,1182435965178011648,sr magistrado  ser combate a la corrupcion lo agarrar con las manos en la masa o de plano ya se poner al servicio del tlatoani,mexico,es,0.0,agarrar con las manos en la masa
30,1182139452346568705,ajajaja los agarrar con las manos en la masa ahora a cantar,acarigua  venezuela,es,1.0,agarrar con las manos en la masa
31,1181787809335648256,si por eso tenias que colocar esta foto y despues salir a desmentir sus sesgos ahora sales desmentir cuando te agarrar con las manos en la masa nos creer estupidoz,arauca  colombia,es,0.0,agarrar con las manos en la masa
32,1181784186325209089,la excusa de que estar mostrar la foto jajaja ser honesta usted esta declarada fakenews journalist la agarrar con las manos en la masa,venezuela,es,1.0,agarrar con las manos en la masa
33,1181726466960232448,los agarrar con las manos en la masa,caracas,es,1.0,agarrar con las manos en la masa
34,1181698284194131968,lo agarrar con las manos en la masa,mexico  city,es,0.0,agarrar con las manos en la masa
35,1181460395053195264,hermana ese cuento ser una bombaaa en la escuela  lo agarrar con las manos en la masa literalmente,panama,es,0.0,agarrar con las manos en la masa
36,1181227488753532928,lo agarrar con las manos en la masa que imprudencia orillarse sin poner sus intermitentser nada como un mañanero para iniciar la semana fuera del sarcasmo sertaria bien revisar en que quedar serte asunto si ser solo una fantasia sexual o realmente ser un abuso,mexico,es,0.0,agarrar con las manos en la masa
37,1180835071412101120,ademas retomar tu tesis a cfk todavia le quedar 4 años de inmudidad como senadora para que postularse los peronistas no ser los unicos que se esconder te contar de la radical aida ayala a esa le agarrar con las manos en la masa y la estan esperar en la justicia,cordoba  argentina,es,0.0,agarrar con las manos en la masa
38,1180794282128674816,pillin te agarrar con las manos en la masa jajajajajaja,junin  argentina,es,0.0,agarrar con las manos en la masa
39,1180477075917901824,detener a secuestrador en martinez de la torre lo agarrar con las manos en la masa,veracruz  mx,es,0.0,agarrar con las manos en la masa
40,1180120018136248323,en algun momento intento demostrar inocencia lo agarrar con las manos en la masa y se liberar por un tecnicismo sere ser el que ir a trabajar por panama o por su bolsillo por favor por sero andar serte pais asi,ciudad de panama  panama,es,0.0,agarrar con las manos en la masa
41,1179923004597235712,ay pedeotobte agarrar con las manos en la masa,distrito federal  mexico,es,0.0,agarrar con las manos en la masa
42,1179508840556969984,wowwww los agarrar con las manos en la masa,jalisco  mexico,es,0.0,agarrar con las manos en la masa
43,1179043891485515776,demostrar comprobar la veracidad de lo que decir unas fotos no chico a los narcosobrinos los agarrar con las manos en la masa no te acordar,venezuela,es,1.0,agarrar con las manos en la masa
44,1182110366702194688,ja ja ja no saber nada el niño si ser necesario decir hipocrita  querer agarrar el coroto otra vez  malefico,maracay  venezuela,es,1.0,agarrar el coroto
45,1180739132198473729,un pepazo al platanote y se matar entre ellos para agarrar el coroto,si  sigo en venezuela,es,1.0,agarrar el coroto
46,1180173847863185408,delincuenteschulos ansiosos por agarrar el coroto de nuevo a costa de un pais buscar sus brujulas hdlgp, ,es,0.0,agarrar el coroto
47,1179264483878952960,me quedo la duda si todo serte rollo en peru ser para que los venezolanos salir correr al ver que el chavismo peruano se querer agarrar el coroto,bogota  d.c.  colombia,es,0.0,agarrar el coroto
48,1182270998772637697,el proximo que agarrar el coroto duroria en miraflores lo que duro un peo en chinchorro buenos dias,en la ciudad de la furia.,es,1.0,agarrar el coroto
49,1178796146627665925,esos te los ir a reparar nicolasito cuando agarrar el coroto dentro de 30 años por ahora seguir mamar tallo, ,es,0.0,agarrar el coroto
50,1180273215626760192,11 sin gobernador 12 sin alcalde 13 con un gobernador cagao q no agarrar el coroto,venezuela,es,1.0,agarrar el coroto
51,1180950232537927682,yo te deposito 2000 pero me tener que nombrar tu lugarteniente y darme el ministerio de interior y justicia cuando agarrar el coroto,guatemala,es,1.0,agarrar el coroto
52,1182462412429189121,asi ser todos seros y que socialistas cuando agarrar el coroto mandar a los hijos a sertudiar en paisser imperialistas ser ser solo un ejemplo, ,es,0.0,agarrar el coroto
53,1180140236531261440,si alberto fernandezcristina agarrar el coroto en argentina lo agarrar totalmente en ruinas y buscar que ser los salvadores cuando en 4 años de macri destruir todo no esperar mucho eso no sera salvacion de la noche a la mañana,valencia - venezuela,es,1.0,agarrar el coroto
54,1182474286394687488,eso se llamar agarrar el toro por los cachos y no permitir que el dictador del bigote le desestabilizar el pais,merida  venezuela,es,1.0,agarrar el toro por los cachos
55,1181229847441485824,sere ser el dilema o todo o nada con tiempo casi agotado infinitserimo todas las variablser en condionser criticas  urgir postergar abrazos y bseros en las comunidadser como mecanismo de lucha haber que agarrar el toro por los cachos, ,es,0.0,agarrar el toro por los cachos
